FID,Año,Región,Comuna,Calle_Uno,Calle_Dos,Número,Claseaccid,Cód_Regi,Cód_Zona,Zona,Intersecci,Ruta,Ubicaci_1,Siniestros,Fallecidos,Menos_grav,Leves,Ilesos,Graves
1,2022,REGION METROPOLITANA,BUIN,JOSE MANUEL BALMACEDA,ANIBAL PINTO,0,1,13,1,URBANA,ANIBAL PINTO - JOSE MANUEL BALMACEDA, , ,6,0,1,2,9,0
2,2022,REGION METROPOLITANA,BUIN,JOSE MANUEL BALMACEDA,BERNARDO O'HIGGINS,0,1,13,1,URBANA,BERNARDO O'HIGGINS - JOSE MANUEL BALMACEDA, , ,6,0,2,3,7,0
3,2022,REGION METROPOLITANA,CALERA DE TANGO,CALERA DE TANGO, ,8,1,13,1,URBANA,- CALERA DE TANGO, , ,5,0,0,6,9,0
4,2022,REGION METROPOLITANA,CALERA DE TANGO,CALERA DE TANGO,CAMINO A LONQUEN,0,1,13,1,URBANA,CALERA DE TANGO - CAMINO A LONQUEN, , ,15,0,0,8,24,1
5,2022,REGION METROPOLITANA,CALERA DE TANGO,CAMINO A LONQUEN, ,13,1,13,1,URBANA,- CAMINO A LONQUEN, , ,5,0,0,2,8,0
6,2022,REGION METROPOLITANA,CALERA DE TANGO,CAMINO A LONQUEN,EL COPIHUE,0,1,13,1,URBANA,CAMINO A LONQUEN - EL COPIHUE, , ,6,0,0,3,10,0
7,2022,REGION METROPOLITANA,CALERA DE TANGO,CAMINO A LONQUEN,EL TREBOL,0,1,13,1,URBANA,CAMINO A LONQUEN - EL TREBOL, , ,5,0,0,2,14,0
8,2022,REGION METROPOLITANA,CERRILLOS,ALC CARLOS VALDOVINOS,AVDA 1,0,1,13,1,URBANA,ALC CARLOS VALDOVINOS - AVDA 1, , ,6,0,0,1,11,1
9,2022,REGION METROPOLITANA,CERRILLOS,AMERICO VESPUCIO, ,1501,1,13,1,URBANA,- AMERICO VESPUCIO, , ,21,0,1,0,42,2
10,2022,REGION METROPOLITANA,CERRILLOS,AMERICO VESPUCIO, ,2500,1,13,1,URBANA,- AMERICO VESPUCIO, , ,6,0,0,1,10,0
11,2022,REGION METROPOLITANA,CERRILLOS,AMERICO VESPUCIO,AEROPUERTO,0,1,13,1,URBANA,AEROPUERTO - AMERICO VESPUCIO, , ,6,0,0,0,12,0
12,2022,REGION METROPOLITANA,CERRILLOS,AMERICO VESPUCIO,CAMINO A LONQUEN,0,1,13,1,URBANA,AMERICO VESPUCIO - CAMINO A LONQUEN, , ,18,0,2,5,28,2
13,2022,REGION METROPOLITANA,CERRILLOS,AMERICO VESPUCIO,CAMINO A MELIPILLA,0,1,13,1,URBANA,AMERICO VESPUCIO - CAMINO A MELIPILLA, , ,8,0,0,3,15,0
14,2022,REGION METROPOLITANA,CERRILLOS,AMERICO VESPUCIO,GRAL VELASQUEZ,0,1,13,1,URBANA,AMERICO VESPUCIO - GRAL VELASQUEZ, , ,7,0,0,1,13,2
15,2022,REGION METROPOLITANA,CERRILLOS,CAMINO A LONQUEN,AMERICO VESPUCIO,0,1,13,1,URBANA,AMERICO VESPUCIO - CAMINO A LONQUEN, , ,10,0,0,7,17,5
16,2022,REGION METROPOLITANA,CERRILLOS,CAMINO A MELIPILLA,AMERICO VESPUCIO,0,1,13,1,URBANA,AMERICO VESPUCIO - CAMINO A MELIPILLA, , ,10,0,0,2,17,0
17,2022,REGION METROPOLITANA,CERRILLOS,LO ERRAZURIZ,CERRILLOS,0,1,13,1,URBANA,CERRILLOS - LO ERRAZURIZ, , ,5,0,0,3,6,0
18,2022,REGION METROPOLITANA,CERRILLOS,LO ERRAZURIZ,PDTE SALVADOR ALLENDE,0,1,13,1,URBANA,LO ERRAZURIZ - PDTE SALVADOR ALLENDE, , ,6,0,0,0,10,0
19,2022,REGION METROPOLITANA,CERRILLOS,PEDRO AGUIRRE CERDA,ALC CARLOS VALDOVINOS,0,1,13,1,URBANA,ALC CARLOS VALDOVINOS - PEDRO AGUIRRE CERDA, , ,5,0,0,5,11,1
20,2022,REGION METROPOLITANA,CERRILLOS,PEDRO AGUIRRE CERDA,DEPARTAMENTAL,0,1,13,1,URBANA,DEPARTAMENTAL - PEDRO AGUIRRE CERDA, , ,12,0,0,2,23,0
21,2022,REGION METROPOLITANA,CERRILLOS,PEDRO AGUIRRE CERDA,EL MIRADOR,0,1,13,1,URBANA,EL MIRADOR - PEDRO AGUIRRE CERDA, , ,5,0,1,6,7,1
22,2022,REGION METROPOLITANA,CERRILLOS,PEDRO AGUIRRE CERDA,LAS AMERICAS,0,1,13,1,URBANA,LAS AMERICAS - PEDRO AGUIRRE CERDA, , ,6,0,0,2,10,1
23,2022,REGION METROPOLITANA,CERRILLOS,PEDRO AGUIRRE CERDA,LO ERRAZURIZ,0,1,13,1,URBANA,LO ERRAZURIZ - PEDRO AGUIRRE CERDA, , ,8,0,0,2,12,3
24,2022,REGION METROPOLITANA,COLINA,CHICUREO, ,2000,1,13,1,URBANA,- CHICUREO, , ,5,0,0,1,9,0
25,2022,REGION METROPOLITANA,CONCHALI,AMERICO VESPUCIO,GRAL GAMBINO,0,1,13,1,URBANA,AMERICO VESPUCIO - GRAL GAMBINO, , ,7,0,0,1,8,0
26,2022,REGION METROPOLITANA,CONCHALI,DORSAL,INDEPENDENCIA,0,1,13,1,URBANA,DORSAL - INDEPENDENCIA, , ,5,0,0,3,5,0
27,2022,REGION METROPOLITANA,CONCHALI,INDEPENDENCIA,DORSAL,0,1,13,1,URBANA,DORSAL - INDEPENDENCIA, , ,5,0,0,3,4,0
28,2022,REGION METROPOLITANA,CONCHALI,PDTE EDUARDO FREI MONTALVA,LOS ZAPADORES,0,1,13,1,URBANA,LOS ZAPADORES - PDTE EDUARDO FREI MONTALVA, , ,9,1,0,2,12,1
29,2022,REGION METROPOLITANA,EL BOSQUE,GRAN AVDA JOSE MIGUEL CARRERA, ,10375,1,13,1,URBANA,- GRAN AVDA JOSE MIGUEL CARRERA, , ,8,0,0,1,15,0
30,2022,REGION METROPOLITANA,EL BOSQUE,GRAN AVDA JOSE MIGUEL CARRERA,ALEJANDRO GUZMAN,0,1,13,1,URBANA,ALEJANDRO GUZMAN - GRAN AVDA JOSE MIGUEL CARRERA, , ,6,0,0,2,10,0
31,2022,REGION METROPOLITANA,EL BOSQUE,GRAN AVDA JOSE MIGUEL CARRERA,CENTRAL,0,1,13,1,URBANA,CENTRAL - GRAN AVDA JOSE MIGUEL CARRERA, , ,7,0,2,1,10,0
32,2022,REGION METROPOLITANA,EL BOSQUE,GRAN AVDA JOSE MIGUEL CARRERA,CLAUDIO ARRAU,0,1,13,1,URBANA,CLAUDIO ARRAU - GRAN AVDA JOSE MIGUEL CARRERA, , ,6,0,0,5,7,0
33,2022,REGION METROPOLITANA,EL BOSQUE,GRAN AVDA JOSE MIGUEL CARRERA,OBSERVATORIO,0,1,13,1,URBANA,GRAN AVDA JOSE MIGUEL CARRERA - OBSERVATORIO, , ,5,0,0,4,7,1
34,2022,REGION METROPOLITANA,ESTACION CENTRAL,5 DE ABRIL,AEROPUERTO,0,1,13,1,URBANA,5 DE ABRIL - AEROPUERTO, , ,7,0,0,5,8,1
35,2022,REGION METROPOLITANA,ESTACION CENTRAL,5 DE ABRIL,GRAL AMENGUAL,0,1,13,1,URBANA,5 DE ABRIL - GRAL AMENGUAL, , ,5,0,0,5,4,0
36,2022,REGION METROPOLITANA,ESTACION CENTRAL,5 DE ABRIL,LAS REJAS SUR,0,1,13,1,URBANA,5 DE ABRIL - LAS REJAS SUR, , ,8,0,1,1,13,1
37,2022,REGION METROPOLITANA,ESTACION CENTRAL,8 DE ENERO,PADRE ALBERTO HURTADO,0,1,13,1,URBANA,8 DE ENERO - PADRE ALBERTO HURTADO, , ,5,0,0,3,5,0
38,2022,REGION METROPOLITANA,ESTACION CENTRAL,ARICA,TORO MAZOTTE,0,1,13,1,URBANA,ARICA - TORO MAZOTTE, , ,5,0,0,3,6,0
39,2022,REGION METROPOLITANA,ESTACION CENTRAL,GRAL VELASQUEZ,LIBER BERNARDO O`HIGGINS,0,1,13,1,URBANA,GRAL VELASQUEZ - LIBER BERNARDO O`HIGGINS, , ,6,1,1,0,9,0
40,2022,REGION METROPOLITANA,ESTACION CENTRAL,LAS REJAS SUR,5 DE ABRIL,0,1,13,1,URBANA,5 DE ABRIL - LAS REJAS SUR, , ,5,1,0,0,6,1
41,2022,REGION METROPOLITANA,ESTACION CENTRAL,LIBER BERNARDO O`HIGGINS,GRAL AMENGUAL,0,1,13,1,URBANA,GRAL AMENGUAL - LIBER BERNARDO O`HIGGINS, , ,6,0,0,1,11,0
42,2022,REGION METROPOLITANA,ESTACION CENTRAL,LIBER BERNARDO O`HIGGINS,GRAL VELASQUEZ,0,1,13,1,URBANA,GRAL VELASQUEZ - LIBER BERNARDO O`HIGGINS, , ,9,0,0,5,15,0
43,2022,REGION METROPOLITANA,ESTACION CENTRAL,LIBER BERNARDO O`HIGGINS,LAS REJAS NORTE,0,1,13,1,URBANA,LAS REJAS NORTE - LIBER BERNARDO O`HIGGINS, , ,6,0,0,1,9,0
44,2022,REGION METROPOLITANA,ESTACION CENTRAL,LIBER BERNARDO O`HIGGINS,LAS REJAS SUR,0,1,13,1,URBANA,LAS REJAS SUR - LIBER BERNARDO O`HIGGINS, , ,8,0,0,0,16,0
45,2022,REGION METROPOLITANA,ESTACION CENTRAL,LIBER BERNARDO O`HIGGINS,NICASIO RETAMALES,0,1,13,1,URBANA,LIBER BERNARDO O`HIGGINS - NICASIO RETAMALES, , ,10,1,0,3,14,0
46,2022,REGION METROPOLITANA,ESTACION CENTRAL,LIBER BERNARDO O`HIGGINS,PADRE ALBERTO HURTADO,0,1,13,1,URBANA,LIBER BERNARDO O`HIGGINS - PADRE ALBERTO HURTADO, , ,5,0,1,0,6,0
47,2022,REGION METROPOLITANA,ESTACION CENTRAL,LIBER BERNARDO O`HIGGINS,TORO MAZOTTE,0,1,13,1,URBANA,LIBER BERNARDO O`HIGGINS - TORO MAZOTTE, , ,9,0,0,2,17,0
48,2022,REGION METROPOLITANA,ESTACION CENTRAL,MANUEL CHACON,PEDRO AGUIRRE CERDA,0,1,13,1,URBANA,MANUEL CHACON - PEDRO AGUIRRE CERDA, , ,6,0,0,2,7,3
49,2022,REGION METROPOLITANA,HUECHURABA,AMERICO VESPUCIO, ,1737,1,13,1,URBANA,- AMERICO VESPUCIO, , ,5,0,0,3,7,0
50,2022,REGION METROPOLITANA,HUECHURABA,AMERICO VESPUCIO,EL SALTO,0,1,13,1,URBANA,AMERICO VESPUCIO - EL SALTO, , ,11,0,0,5,16,1
51,2022,REGION METROPOLITANA,HUECHURABA,AMERICO VESPUCIO,PEDRO FONTOVA,0,1,13,1,URBANA,AMERICO VESPUCIO - PEDRO FONTOVA, , ,12,0,1,8,18,1
52,2022,REGION METROPOLITANA,HUECHURABA,AMERICO VESPUCIO,RECOLETA,0,1,13,1,URBANA,AMERICO VESPUCIO - RECOLETA, , ,15,0,0,11,25,1
53,2022,REGION METROPOLITANA,HUECHURABA,PEDRO FONTOVA,STA ELENA DE HUECHURABA,0,1,13,1,URBANA,PEDRO FONTOVA - STA ELENA DE HUECHURABA, , ,12,0,2,1,20,0
54,2022,REGION METROPOLITANA,HUECHURABA,RECOLETA,DEL PINCOY,0,1,13,1,URBANA,DEL PINCOY - RECOLETA, , ,7,0,0,1,12,0
55,2022,REGION METROPOLITANA,INDEPENDENCIA,FERMIN VIVACETA,ANIBAL PINTO,0,1,13,1,URBANA,ANIBAL PINTO - FERMIN VIVACETA, , ,8,0,0,1,10,1
56,2022,REGION METROPOLITANA,INDEPENDENCIA,GRAL BORGONO,INDEPENDENCIA,0,1,13,1,URBANA,GRAL BORGONO - INDEPENDENCIA, , ,6,0,1,3,3,2
57,2022,REGION METROPOLITANA,INDEPENDENCIA,INDEPENDENCIA,FRANCIA,0,1,13,1,URBANA,FRANCIA - INDEPENDENCIA, , ,7,0,0,3,7,1
58,2022,REGION METROPOLITANA,INDEPENDENCIA,INDEPENDENCIA,GAMERO,0,1,13,1,URBANA,GAMERO - INDEPENDENCIA, , ,8,0,1,0,12,1
59,2022,REGION METROPOLITANA,INDEPENDENCIA,INDEPENDENCIA,HIPODROMO CHILE,0,1,13,1,URBANA,HIPODROMO CHILE - INDEPENDENCIA, , ,5,0,0,0,5,3
60,2022,REGION METROPOLITANA,INDEPENDENCIA,INDEPENDENCIA,OLIVOS,0,1,13,1,URBANA,INDEPENDENCIA - OLIVOS, , ,5,0,1,2,5,2
61,2022,REGION METROPOLITANA,LA CISTERNA,AMERICO VESPUCIO, ,33,1,13,1,URBANA,- AMERICO VESPUCIO, , ,5,0,0,1,10,0
62,2022,REGION METROPOLITANA,LA CISTERNA,AMERICO VESPUCIO,GRAN AVDA JOSE MIGUEL CARRERA,0,1,13,1,URBANA,AMERICO VESPUCIO - GRAN AVDA JOSE MIGUEL CARRERA, , ,40,1,0,7,72,3
63,2022,REGION METROPOLITANA,LA CISTERNA,AMERICO VESPUCIO,LETRAS,0,1,13,1,URBANA,AMERICO VESPUCIO - LETRAS, , ,10,0,0,1,23,0
64,2022,REGION METROPOLITANA,LA CISTERNA,GRAN AVDA JOSE MIGUEL CARRERA,AMERICO VESPUCIO,0,1,13,1,URBANA,AMERICO VESPUCIO - GRAN AVDA JOSE MIGUEL CARRERA, , ,24,0,0,2,44,2
65,2022,REGION METROPOLITANA,LA CISTERNA,GRAN AVDA JOSE MIGUEL CARRERA,ELIAS FERNANDEZ ALBANO,0,1,13,1,URBANA,ELIAS FERNANDEZ ALBANO - GRAN AVDA JOSE MIGUEL CARRERA, , ,7,0,1,2,12,0
66,2022,REGION METROPOLITANA,LA CISTERNA,GRAN AVDA JOSE MIGUEL CARRERA,GOYCOLEA,0,1,13,1,URBANA,GOYCOLEA - GRAN AVDA JOSE MIGUEL CARRERA, , ,7,0,0,0,14,0
67,2022,REGION METROPOLITANA,LA CISTERNA,GRAN AVDA JOSE MIGUEL CARRERA,GRAL FREIRE,0,1,13,1,URBANA,GRAL FREIRE - GRAN AVDA JOSE MIGUEL CARRERA, , ,5,0,0,1,10,0
68,2022,REGION METROPOLITANA,LA CISTERNA,GRAN AVDA JOSE MIGUEL CARRERA,LO OVALLE,0,1,13,1,URBANA,GRAN AVDA JOSE MIGUEL CARRERA - LO OVALLE, , ,5,0,0,1,8,1
69,2022,REGION METROPOLITANA,LA CISTERNA,GRAN AVDA JOSE MIGUEL CARRERA,OSSA,0,1,13,1,URBANA,GRAN AVDA JOSE MIGUEL CARRERA - OSSA, , ,7,0,0,1,13,0
70,2022,REGION METROPOLITANA,LA CISTERNA,GRAN AVDA JOSE MIGUEL CARRERA,TRINIDAD RAMIREZ,0,1,13,1,URBANA,GRAN AVDA JOSE MIGUEL CARRERA - TRINIDAD RAMIREZ, , ,5,0,0,0,9,1
71,2022,REGION METROPOLITANA,LA CISTERNA,GRAN AVDA JOSE MIGUEL CARRERA,VICUÑA MACKENNA,0,1,13,1,URBANA,GRAN AVDA JOSE MIGUEL CARRERA - VICUÑA MACKENNA, , ,9,0,0,0,17,0
72,2022,REGION METROPOLITANA,LA CISTERNA,JOSE JOAQUIN PRIETO VIAL,EL PARRON,0,1,13,1,URBANA,EL PARRON - JOSE JOAQUIN PRIETO VIAL, , ,5,0,0,3,8,1
73,2022,REGION METROPOLITANA,LA FLORIDA,DEPARTAMENTAL,VICUÑA MACKENNA ORIENTE,0,1,13,1,URBANA,DEPARTAMENTAL - VICUÑA MACKENNA ORIENTE, , ,5,0,0,1,8,1
74,2022,REGION METROPOLITANA,LA FLORIDA,LA FLORIDA,DEPARTAMENTAL,0,1,13,1,URBANA,DEPARTAMENTAL - LA FLORIDA, , ,5,0,0,0,10,0
75,2022,REGION METROPOLITANA,LA FLORIDA,LA FLORIDA,ROJAS MAGALLANES,0,1,13,1,URBANA,LA FLORIDA - ROJAS MAGALLANES, , ,6,0,0,2,7,0
76,2022,REGION METROPOLITANA,LA FLORIDA,LA FLORIDA,TRINIDAD,0,1,13,1,URBANA,LA FLORIDA - TRINIDAD, , ,5,0,0,1,9,0
77,2022,REGION METROPOLITANA,LA FLORIDA,STA RAQUEL,JOSE MIGUEL CARRERA,0,1,13,1,URBANA,JOSE MIGUEL CARRERA - STA RAQUEL, , ,6,1,0,3,4,1
78,2022,REGION METROPOLITANA,LA FLORIDA,VICUÑA MACKENNA ORIENTE,AMERICO VESPUCIO,0,1,13,1,URBANA,AMERICO VESPUCIO - VICUÑA MACKENNA ORIENTE, , ,9,0,1,10,9,2
79,2022,REGION METROPOLITANA,LA FLORIDA,VICUÑA MACKENNA ORIENTE,DEPARTAMENTAL,0,1,13,1,URBANA,DEPARTAMENTAL - VICUÑA MACKENNA ORIENTE, , ,7,0,1,7,5,3
80,2022,REGION METROPOLITANA,LA FLORIDA,VICUÑA MACKENNA PONIENTE,AMERICO VESPUCIO,0,1,13,1,URBANA,AMERICO VESPUCIO - VICUÑA MACKENNA PONIENTE, , ,5,0,0,3,4,2
81,2022,REGION METROPOLITANA,LA FLORIDA,VICUÑA MACKENNA PONIENTE,DR SOTERO DEL RIO,0,1,13,1,URBANA,DR SOTERO DEL RIO - VICUÑA MACKENNA PONIENTE, , ,5,0,1,0,9,0
82,2022,REGION METROPOLITANA,LA FLORIDA,VICUÑA MACKENNA PONIENTE,SAN CARLOS DE ANCUD,0,1,13,1,URBANA,SAN CARLOS DE ANCUD - VICUÑA MACKENNA PONIENTE, , ,6,0,0,4,6,2
83,2022,REGION METROPOLITANA,LA GRANJA,AMERICO VESPUCIO,STA ROSA,0,1,13,1,URBANA,AMERICO VESPUCIO - STA ROSA, , ,13,1,1,0,20,2
84,2022,REGION METROPOLITANA,LA GRANJA,STA ROSA,AMERICO VESPUCIO,0,1,13,1,URBANA,AMERICO VESPUCIO - STA ROSA, , ,7,0,1,3,10,1
85,2022,REGION METROPOLITANA,LA PINTANA,CALETERA ACCESO SUR,DOCTOR AMADOR NEGHME,0,1,13,1,URBANA,CALETERA ACCESO SUR - DOCTOR AMADOR NEGHME, , ,5,0,0,3,10,0
86,2022,REGION METROPOLITANA,LA PINTANA,CALETERA ACCESO SUR,GABRIELA,0,1,13,1,URBANA,CALETERA ACCESO SUR - GABRIELA, , ,7,0,0,0,14,0
87,2022,REGION METROPOLITANA,LA PINTANA,CAMINO EL MARISCAL,LOS DURAZNOS,0,1,13,1,URBANA,CAMINO EL MARISCAL - LOS DURAZNOS, , ,5,0,0,0,8,0
88,2022,REGION METROPOLITANA,LA PINTANA,GABRIELA,CALETERA ACCESO SUR,0,1,13,1,URBANA,CALETERA ACCESO SUR - GABRIELA, , ,5,0,0,1,9,0
89,2022,REGION METROPOLITANA,LA PINTANA,GABRIELA,JUANITA,0,1,13,1,URBANA,GABRIELA - JUANITA, , ,15,0,0,2,23,6
90,2022,REGION METROPOLITANA,LA PINTANA,GABRIELA,STA ROSA,0,1,13,1,URBANA,GABRIELA - STA ROSA, , ,7,0,0,6,10,0
91,2022,REGION METROPOLITANA,LA PINTANA,STA ROSA,BALDOMERO LILLO,0,1,13,1,URBANA,BALDOMERO LILLO - STA ROSA, , ,8,0,0,5,13,2
92,2022,REGION METROPOLITANA,LA PINTANA,STA ROSA,CAMINO EL MARISCAL,0,1,13,1,URBANA,CAMINO EL MARISCAL - STA ROSA, , ,9,0,0,3,12,0
93,2022,REGION METROPOLITANA,LA PINTANA,STA ROSA,EL OMBU,0,1,13,1,URBANA,EL OMBU - STA ROSA, , ,7,0,0,2,11,5
94,2022,REGION METROPOLITANA,LA PINTANA,STA ROSA,GABRIELA,0,1,13,1,URBANA,GABRIELA - STA ROSA, , ,11,1,0,7,20,0
95,2022,REGION METROPOLITANA,LA PINTANA,STA ROSA,LO BLANCO,0,1,13,1,URBANA,LO BLANCO - STA ROSA, , ,5,0,0,2,7,1
96,2022,REGION METROPOLITANA,LA PINTANA,STA ROSA,LO MARTINEZ,0,1,13,1,URBANA,LO MARTINEZ - STA ROSA, , ,9,1,0,6,11,1
